ID_Cliente,Evasao,Genero,Eh_Idoso,Tem_Parceiro,Tem_Dependentes,Tempo_Contrato,Servico_Telefone,Linhas_Multiplas,Servico_Internet,Adiconal_Seguranca,Adicional_Backup,Adiconal_Protecao,Adicional_Suporte,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Valor_Dia,Conta_Digital,Metodo_Pagamento,Valor_Mensal,Valor_Total
8739-WWKDU,Sim,Masculino,Sim,Não,Não,25,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mensal,2.98,Sim,Cheque eletrônico,89.5,2196.15
8739-XNIKG,Não,Feminino,Não,Não,Não,5,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.8,Sim,Cheque eletrônico,84.0,424.75
8740-CRYFY,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.63,Sim,Cheque eletrônico,78.95,78.95
8740-XLHDR,Sim,Masculino,Não,Não,Não,5,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Mensal,1.44,Sim,Cheque,43.25,219.0
8741-LQOBK,Não,Feminino,Não,Sim,Sim,46,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,1.17,Não,Tranferência bancária (automática),35.05,1620.25
8745-PVESG,Não,Feminino,Não,Não,Não,57,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,1.37,Sim,Cartão de crédito (automática),41.1,2258.25
8746-BFOAJ,Não,Masculino,Sim,Não,Não,21,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.68,Não,Tranferência bancária (automática),20.5,429.55
8746-OQQRW,Não,Masculino,Não,Não,Não,4,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.84,Não,Cheque,25.25,101.9
8747-UDCOI,Não,Feminino,Não,Sim,Não,65,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.64,Não,Tranferência bancária (automática),19.35,1319.95
8748-HFWBO,Não,Masculino,Não,Sim,Sim,19,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Não,Cheque,19.9,357.7
8749-CLJXC,Não,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.67,Não,Cheque,20.05,20.05
8749-JMNKX,Sim,Masculino,Sim,Sim,Não,51,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Não,Mensal,3.13,Sim,Tranferência bancária (automática),93.8,4750.95
8749-TZYEC,Não,Masculino,Não,Sim,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.83,Não,Cartão de crédito (automática),24.8,1874.3
8750-QWZAJ,Não,Feminino,Não,Sim,Sim,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Não,Tranferência bancária (automática),19.8,1378.75
8751-EDEKA,Não,Feminino,Não,Sim,Não,28,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,3.0,Não,Cartão de crédito (automática),89.9,2433.5
8752-GHJFU,Não,Masculino,Sim,Sim,Não,71,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Não,Anual,3.07,Sim,Cheque eletrônico,92.0,6585.2
8752-IMQOS,Não,Masculino,Não,Sim,Sim,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.67,Não,Cheque,20.1,85.1
8752-STIVR,Sim,Feminino,Não,Não,Não,4,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.63,Sim,Cheque eletrônico,79.0,303.15
8755-IWJHN,Não,Masculino,Sim,Sim,Não,69,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,3.18,Sim,Tranferência bancária (automática),95.35,6382.0
8755-OGKNA,Não,Feminino,Não,Sim,Sim,57,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Tranferência bancária (automática),19.5,1167.6
8756-RDDLT,Não,Feminino,Não,Não,Não,68,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,1.5,Não,Cheque eletrônico,44.95,3085.35
8757-TFHHJ,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.66,Sim,Cartão de crédito (automática),49.8,49.8
8760-ZRHKE,Não,Feminino,Sim,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Não,Não,Sim,Não,Anual,2.31,Não,Cheque eletrônico,69.2,4982.5
8761-NSOBC,Sim,Masculino,Não,Não,Não,44,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,3.35,Não,Cheque eletrônico,100.55,4398.15
8763-KIAFH,Não,Feminino,Não,Sim,Sim,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.68,Sim,Cheque,20.55,583.3
8766-PAFNE,Não,Masculino,Não,Sim,Não,71,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,2.64,Sim,Cartão de crédito (automática),79.1,5564.85
8769-KKTPH,Não,Feminino,Não,Sim,Sim,63,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Anual,3.32,Sim,Cartão de crédito (automática),99.65,6311.2
8773-HHUOZ,Sim,Feminino,Não,Não,Sim,17,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,2.16,Sim,Cheque,64.7,1093.1
8774-GSBUN,Não,Masculino,Não,Sim,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.85,Não,Cheque,25.4,1797.1
8775-CEBBJ,Sim,Feminino,Não,Não,Não,9,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.47,Sim,Tranferência bancária (automática),44.2,403.35
8775-ERLNB,Não,Masculino,Sim,Sim,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.48,Não,Cheque eletrônico,74.3,74.3
8775-LHDJH,Sim,Feminino,Sim,Sim,Não,1,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mensal,3.02,Sim,Cheque eletrônico,90.6,90.6
8777-MBMTS,Não,Feminino,Sim,Sim,Não,65,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,3.53,Sim,Cartão de crédito (automática),105.85,6725.5
8777-PVYGU,Não,Feminino,Não,Sim,Não,52,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Anual,2.14,Sim,Cheque,64.3,3410.6
8778-LMWTJ,Não,Feminino,Não,Não,Não,9,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,2.49,Sim,Cheque eletrônico,74.85,708.2
8779-QRDMV,Sim,Masculino,Sim,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,1.32,Sim,Cheque eletrônico,39.65,39.65
8779-YIQQA,Não,Masculino,Não,Sim,Sim,21,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Não,Cheque,19.8,350.1
8780-IHCRN,Não,Masculino,Não,Sim,Sim,63,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.82,Não,Cartão de crédito (automática),24.65,1574.5
8780-IXSTS,Sim,Feminino,Não,Não,Não,6,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mensal,3.0,Sim,Cheque eletrônico,90.1,521.3
8780-RSYYU,Não,Feminino,Não,Não,Não,25,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.64,Sim,Cartão de crédito (automática),19.2,532.1
8780-YRMTT,Não,Feminino,Não,Não,Não,66,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,1.58,Sim,Cheque,47.4,3177.25
8782-LKFPK,Não,Masculino,Não,Não,Não,44,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,3.01,Sim,Cheque,90.4,4063.0
8782-NUUOL,Não,Masculino,Não,Não,Não,60,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,2.63,Não,Cheque,79.0,4801.1
8784-CGILN,Sim,Feminino,Não,Não,Não,18,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,3.33,Sim,Tranferência bancária (automática),99.85,1776.95
8785-CJSHH,Não,Feminino,Não,Sim,Não,60,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.33,Sim,Cheque eletrônico,99.8,5985.75
8785-EPNCG,Sim,Masculino,Não,Não,Não,11,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.77,Não,Cartão de crédito (automática),23.15,245.2
8788-DOXSU,Não,Masculino,Não,Não,Não,59,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Anual,2.04,Sim,Tranferência bancária (automática),61.35,3645.5
8791-GFXLZ,Não,Masculino,Não,Não,Não,12,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,1.64,Sim,Tranferência bancária (automática),49.05,593.05
8792-AOROI,Não,Feminino,Não,Sim,Não,8,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Bianual,2.18,Não,Cheque,65.5,564.35
8799-OXZMD,Não,Feminino,Não,Não,Não,28,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Não,Mensal,0.99,Sim,Cheque,29.75,790.7
8800-JOOCF,Não,Feminino,Não,Não,Sim,12,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.8,Sim,Cheque eletrônico,84.05,966.55
8800-ZKRFW,Não,Feminino,Não,Sim,Sim,30,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,3.58,Sim,Cheque eletrônico,107.5,3242.5
8802-UNOJF,Sim,Masculino,Sim,Não,Não,12,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Mensal,2.79,Sim,Cheque,83.8,1029.75
8805-JNRAZ,Não,Feminino,Não,Não,Não,2,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,1.64,Não,Cheque,49.2,103.7
8806-EAGWC,Sim,Masculino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.84,Não,Cheque,55.15,159.15
8807-ARQET,Não,Feminino,Não,Não,Não,41,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Sim,Mensal,1.34,Sim,Cheque eletrônico,40.35,1677.85
8807-OPMBM,Não,Feminino,Não,Sim,Sim,55,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.86,Sim,Cartão de crédito (automática),25.65,1388.0
8808-ELEHO,Sim,Masculino,Sim,Não,Não,8,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.71,Sim,Cheque eletrônico,81.25,585.95
8809-RIHDD,Sim,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Bianual,3.45,Sim,Cheque eletrônico,103.4,7372.65
8809-XKHMD,Não,Masculino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Não,Sim,Bianual,3.35,Sim,Tranferência bancária (automática),100.55,7325.1
8812-ZRHFP,Não,Feminino,Não,Sim,Sim,30,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Anual,2.88,Não,Cheque eletrônico,86.45,2538.05
8815-LMFLX,Não,Masculino,Não,Sim,Sim,25,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.85,Sim,Tranferência bancária (automática),25.4,546.85
8816-VXNZD,Sim,Feminino,Não,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.5,Sim,Cheque eletrônico,75.1,75.1
8818-DOPVL,Não,Feminino,Sim,Não,Não,46,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.48,Sim,Cheque eletrônico,104.45,4863.85
8818-XYFCQ,Sim,Masculino,Não,Sim,Sim,32,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,3.32,Sim,Cartão de crédito (automática),99.55,3204.65
8819-IMISP,Não,Masculino,Não,Não,Não,31,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.68,Sim,Cheque eletrônico,80.45,2429.1
8819-WFGGJ,Não,Masculino,Não,Sim,Não,68,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Sim,Sim,Bianual,1.8,Sim,Tranferência bancária (automática),54.1,3794.5
8819-ZBYNA,Não,Feminino,Não,Sim,Não,58,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Bianual,3.64,Sim,Cartão de crédito (automática),109.1,6393.65
8821-KVZKQ,Não,Feminino,Não,Sim,Sim,70,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,1.95,Sim,Tranferência bancária (automática),58.4,4113.15
8821-XNHVZ,Sim,Feminino,Não,Sim,Sim,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.67,Sim,Cheque,80.05,80.05
8822-KNBHV,Não,Feminino,Não,Não,Não,48,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,2.78,Sim,Cartão de crédito (automática),83.45,3887.85
8823-RLPWL,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Bianual,3.69,Sim,Cartão de crédito (automática),110.65,8065.65
8824-RWFXJ,Sim,Masculino,Não,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,1.87,Sim,Cheque,56.15,168.15
8835-VSDSE,Sim,Feminino,Não,Sim,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.36,Sim,Cheque eletrônico,70.7,141.45
8837-VVWLQ,Sim,Feminino,Não,Não,Não,8,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Sim,Não,Mensal,2.83,Não,Cheque eletrônico,84.95,668.4
8838-GPHZP,Não,Feminino,Não,Não,Não,63,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.69,Sim,Cheque,20.6,1298.7
8840-DQLGN,Sim,Feminino,Sim,Sim,Não,35,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Não,Mensal,3.35,Sim,Tranferência bancária (automática),100.5,3653.35
8844-TONUD,Sim,Masculino,Não,Sim,Sim,13,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.22,Sim,Cheque,96.65,1162.85
8845-LWKGE,Não,Feminino,Não,Sim,Sim,30,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Anual,2.15,Sim,Cheque eletrônico,64.5,1985.15
8847-GEOOQ,Não,Masculino,Não,Sim,Não,60,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,2.01,Sim,Tranferência bancária (automática),60.2,3582.4
8849-AYPTR,Não,Masculino,Não,Sim,Não,33,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.04,Não,Cheque eletrônico,91.25,2964.05
8849-GYOKR,Sim,Feminino,Não,Sim,Não,54,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Sim,Sim,Anual,3.55,Não,Tranferência bancária (automática),106.55,5763.3
8849-PRIQJ,Não,Feminino,Não,Sim,Sim,67,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Anual,3.65,Sim,Cheque eletrônico,109.4,7281.6
8851-RAGOV,Não,Feminino,Não,Sim,Não,25,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Mensal,2.37,Sim,Cheque,71.05,1837.7
8853-TZDGH,Não,Feminino,Não,Não,Não,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,3.72,Sim,Tranferência bancária (automática),111.6,8012.75
8854-CCVSQ,Sim,Masculino,Não,Não,Não,18,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.69,Sim,Cheque eletrônico,80.65,1451.9
8857-CUPFQ,Não,Masculino,Não,Sim,Não,63,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.64,Não,Cheque,19.25,1237.65
8859-AXJZP,Não,Masculino,Não,Sim,Sim,39,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.79,Sim,Cheque,23.8,903.8
8859-DZTGQ,Não,Masculino,Não,Não,Não,33,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.68,Não,Cheque,20.35,689.75
8859-YSTWS,Não,Masculino,Não,Não,Não,48,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Não,Tranferência bancária (automática),19.95,1004.5
8861-HGGKB,Sim,Feminino,Não,Não,Não,10,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.88,Não,Cheque eletrônico,86.45,830.85
8865-TNMNX,Não,Masculino,Não,Sim,Sim,10,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Anual,1.65,Não,Cheque,49.55,475.7
8868-GAGIO,Não,Masculino,Não,Sim,Não,45,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Não,Não,Mensal,2.82,Sim,Cheque,84.55,3713.95
8868-WOZGU,Sim,Masculino,Não,Não,Não,28,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.52,Sim,Cheque eletrônico,105.7,2979.5
8869-LIHMK,Não,Feminino,Não,Não,Não,64,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.84,Sim,Tranferência bancária (automática),115.1,7334.05
8869-TORSS,Sim,Feminino,Não,Não,Não,48,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,2.01,Sim,Cartão de crédito (automática),60.35,2896.4
8871-JLMHM,Não,Feminino,Não,Sim,Não,68,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Bianual,3.01,Não,Cartão de crédito (automática),90.2,6297.65
8873-GLDMH,Não,Feminino,Não,Não,Não,6,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.46,Sim,Cheque,73.85,401.3
8873-TMKGR,Não,Masculino,Não,Não,Não,29,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.64,Não,Cheque,19.1,529.5
8874-EJNSR,Não,Masculino,Não,Sim,Sim,39,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.84,Não,Cheque,25.2,987.95
8875-AKBYH,Não,Masculino,Sim,Não,Não,20,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.81,Sim,Cheque eletrônico,84.35,1745.2
8878-HMWBV,Sim,Masculino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,1.64,Sim,Cheque eletrônico,49.15,169.05
8878-RYUKI,Não,Feminino,Não,Não,Não,52,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,1.98,Sim,Cheque eletrônico,59.45,3043.7
8879-XUAHX,Não,Masculino,Não,Sim,Não,71,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.88,Sim,Cheque eletrônico,116.25,8564.75
8879-ZKJOF,Não,Feminino,Não,Não,Não,41,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,2.66,Sim,Tranferência bancária (automática),79.85,3320.75
8882-TLVRW,Não,Masculino,Não,Sim,Sim,69,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Bianual,1.3,Não,Cheque,39.1,2779.5
8883-ANODQ,Não,Feminino,Não,Sim,Sim,68,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Bianual,2.81,Sim,Cartão de crédito (automática),84.4,5746.75
8883-GRDWQ,Não,Masculino,Sim,Não,Não,20,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,1.8,Não,Cheque,54.0,1055.9
8884-ADFVN,Sim,Masculino,Sim,Sim,Não,7,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.4,Sim,Cheque eletrônico,101.95,700.85
8884-FEEWR,Não,Masculino,Não,Não,Não,35,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.69,Não,Tranferência bancária (automática),20.6,754.0
8884-MRNSU,Não,Masculino,Não,Sim,Sim,17,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Não,Tranferência bancária (automática),19.9,329.75
8885-QSQBX,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.65,Não,Tranferência bancária (automática),49.55,49.55
8887-IPQNC,Não,Feminino,Não,Sim,Não,7,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.48,Sim,Cheque,44.25,313.45
8894-JVDCV,Não,Feminino,Não,Não,Não,62,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,3.84,Sim,Cartão de crédito (automática),115.05,7133.45
8896-BQTTI,Não,Masculino,Não,Não,Não,1,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.83,Sim,Cheque,25.0,25.0
8896-RAZCR,Não,Feminino,Não,Não,Sim,44,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Não,Cheque,19.9,868.1
8898-KASCD,Não,Masculino,Não,Não,Não,39,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Não,Não,Anual,1.18,Não,Cheque,35.55,1309.15
8901-HJXTF,Sim,Feminino,Não,Sim,Sim,12,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,0.97,Não,Cheque,29.2,309.1
8901-UPRHR,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,3.64,Sim,Tranferência bancária (automática),109.2,7711.45
8902-ZEOVF,Não,Masculino,Não,Sim,Sim,47,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.67,Não,Cheque,20.05,951.55
8903-WMRNW,Não,Feminino,Não,Sim,Não,15,Sim,Não,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,3.39,Não,Cheque eletrônico,101.75,1669.4
8903-XEBGX,Não,Masculino,Não,Não,Sim,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,1.84,Sim,Cheque eletrônico,55.3,108.65
8904-OPDCK,Não,Masculino,Sim,Sim,Não,54,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.83,Sim,Tranferência bancária (automática),24.95,1364.75
8905-IAZPF,Não,Feminino,Não,Sim,Não,69,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Anual,3.19,Sim,Cartão de crédito (automática),95.65,6744.2
8908-NMQTX,Não,Masculino,Não,Não,Não,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.19,Sim,Tranferência bancária (automática),65.6,4566.5
8908-SLFCJ,Não,Feminino,Não,Não,Não,21,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.7,Sim,Cartão de crédito (automática),20.85,435.25
8909-BOLNL,Não,Masculino,Não,Não,Não,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.71,Não,Cheque,21.2,52.05
8910-ICHIU,Não,Feminino,Não,Não,Não,46,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Não,Anual,3.19,Sim,Cartão de crédito (automática),95.65,4664.2
8910-LEDAG,Não,Masculino,Sim,Sim,Não,34,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.38,Não,Cartão de crédito (automática),71.55,2427.35
8914-RBTSB,Sim,Masculino,Não,Sim,Não,31,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,3.13,Não,Cheque eletrônico,93.8,3019.5
8915-NNTRC,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Bianual,3.59,Sim,Cartão de crédito (automática),107.7,7919.8
8917-FAEMR,Não,Feminino,Não,Não,Não,37,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Não,Cheque,19.85,784.25
