,ID_Cliente,Evasao,Genero,Eh_Idoso,Tem_Parceiro,Tem_Dependentes,Tempo_Contrato,Servico_Telefone,Linhas_Multiplas,Servico_Internet,Adiconal_Seguranca,Adicional_Backup,Adiconal_Protecao,Adicional_Suporte,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Valor_Dia,Conta_Digital,Metodo_Pagamento,Valor_Mensal,Valor_Total
6440,9115-YQHGA,Não,Masculino,Não,Não,Não,40,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,1.7,Sim,Cheque eletrônico,51.1,2092.9
6441,9117-SHLZX,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.52,Sim,Cheque,45.7,45.7
6442,9121-PHQSR,Não,Masculino,Sim,Sim,Não,16,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.84,Sim,Cartão de crédito (automática),85.05,1391.15
6443,9122-UMROB,Não,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Não,Cheque,20.3,20.3
6444,9124-LHCJQ,Sim,Feminino,Não,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.85,Sim,Cheque,85.45,85.45
6445,9127-FHJBZ,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.8,Sim,Cheque eletrônico,114.0,8093.15
6446,9127-QRZMH,Não,Masculino,Não,Sim,Não,44,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,2.0,Sim,Tranferência bancária (automática),59.85,2603.95
6447,9128-CPXKI,Não,Feminino,Não,Não,Não,59,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Bianual,3.19,Não,Cheque eletrônico,95.8,5655.45
6448,9129-UXERG,Não,Feminino,Sim,Não,Não,18,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,3.45,Sim,Cartão de crédito (automática),103.6,1806.35
6449,9133-AYJZG,Não,Feminino,Não,Não,Não,23,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.29,Sim,Cartão de crédito (automática),98.7,2249.1
6450,9134-CEQMF,Sim,Masculino,Sim,Sim,Não,7,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,2.98,Sim,Cheque eletrônico,89.5,676.7
6451,9134-WYRVP,Não,Masculino,Não,Não,Não,51,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Sim,Não,Anual,2.88,Não,Cheque,86.35,4267.15
6452,9135-HSWOC,Não,Masculino,Não,Sim,Sim,64,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Sim,Tranferência bancária (automática),19.7,1274.05
6453,9135-MGVPY,Não,Masculino,Não,Sim,Não,69,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.82,Sim,Cheque,84.7,5878.9
6454,9136-ALYBR,Sim,Masculino,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.82,Sim,Cheque,24.45,24.45
6455,9137-NOQKA,Não,Masculino,Sim,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.64,Não,Cheque eletrônico,19.2,37.2
6456,9137-UIYPG,Não,Feminino,Não,Sim,Sim,35,Sim,Não,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,3.56,Sim,Cheque eletrônico,106.9,3756.45
6457,9138-EFSMO,Não,Masculino,Não,Sim,Sim,26,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Anual,2.63,Não,Tranferência bancária (automática),78.95,2034.25
6458,9139-TWBAS,Não,Feminino,Não,Sim,Não,26,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Não,Anual,1.6,Não,Tranferência bancária (automática),47.85,1190.5
6459,9139-WQQDY,Sim,Feminino,Não,Sim,Sim,49,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Anual,3.35,Não,Cheque,100.45,4941.8
6460,9140-CZQZZ,Não,Feminino,Não,Sim,Não,68,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bianual,2.65,Sim,Tranferência bancária (automática),79.6,5515.8
6461,9142-KZXOP,Não,Masculino,Não,Não,Não,44,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.3,Não,Cartão de crédito (automática),68.85,2958.95
6462,9142-XMYJH,Não,Feminino,Não,Não,Não,29,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.64,Não,Cartão de crédito (automática),19.35,601.6
6463,9143-CANJF,Não,Feminino,Não,Sim,Sim,24,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,1.84,Não,Cheque eletrônico,55.15,1319.85
6464,9146-JRIOX,Não,Feminino,Não,Sim,Sim,14,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.85,Não,Cheque,25.55,372.45
6465,9150-HEPMB,Não,Masculino,Não,Não,Não,56,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Anual,1.76,Não,Cheque,52.7,3019.7
6466,9150-KPBJQ,Não,Feminino,Não,Não,Não,6,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Cartão de crédito (automática),19.65,116.85
6467,9152-AMKAK,Não,Masculino,Não,Não,Não,6,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.68,Sim,Cheque,80.25,493.4
6468,9153-BTBVV,Não,Feminino,Não,Sim,Não,71,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.83,Não,Tranferência bancária (automática),25.0,1753.0
6469,9154-QDGTH,Não,Masculino,Não,Sim,Sim,43,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,3.48,Sim,Cartão de crédito (automática),104.3,4451.85
6470,9158-VCTQB,Sim,Feminino,Não,Sim,Não,41,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,3.79,Sim,Tranferência bancária (automática),113.6,4594.95
6471,9163-GHAYE,Não,Feminino,Não,Não,Não,15,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,1.63,Não,Cheque eletrônico,48.85,736.8
6472,9167-APMXZ,Não,Feminino,Não,Não,Não,22,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.8,Sim,Tranferência bancária (automática),84.15,1821.95
6473,9168-INPSZ,Não,Feminino,Sim,Sim,Não,44,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,3.47,Não,Cheque eletrônico,104.15,4495.65
6474,9169-BSVIN,Não,Masculino,Não,Não,Não,12,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,2.49,Não,Tranferência bancária (automática),74.75,827.05
6475,9170-ARBTB,Não,Feminino,Não,Sim,Sim,52,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.65,Não,Cartão de crédito (automática),19.6,1012.4
6476,9170-CCKOU,Sim,Masculino,Não,Sim,Não,17,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Mensal,3.01,Não,Cartão de crédito (automática),90.2,1454.15
6477,9170-GYZJC,Sim,Feminino,Não,Sim,Sim,41,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Mensal,2.66,Não,Cartão de crédito (automática),79.9,3326.2
6478,9172-ANCRX,Sim,Feminino,Não,Não,Não,10,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,3.29,Sim,Cheque eletrônico,98.7,973.25
6479,9172-JITSM,Sim,Feminino,Não,Sim,Sim,26,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.03,Sim,Cheque eletrônico,90.8,2361.8
6480,9173-IVZVP,Não,Feminino,Não,Sim,Sim,53,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.7,Não,Cheque,20.9,1146.05
6481,9174-FKWZE,Sim,Feminino,Sim,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Sim,Cheque eletrônico,19.45,19.45
6482,9174-IHETN,Não,Feminino,Não,Não,Sim,50,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Bianual,2.34,Não,Cartão de crédito (automática),70.35,3533.6
6483,9178-JHUVJ,Não,Masculino,Não,Sim,Sim,24,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.8,Sim,Tranferência bancária (automática),24.1,587.4
6484,9184-GALIL,Não,Feminino,Não,Sim,Sim,38,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Não,Cheque,20.45,781.25
6485,9185-TQCVP,Sim,Masculino,Não,Sim,Não,14,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.84,Sim,Cheque eletrônico,85.15,1139.2
6486,9189-JWSHV,Sim,Feminino,Sim,Sim,Não,24,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.12,Sim,Cheque eletrônico,93.55,2264.05
6487,9190-MFJLN,Sim,Masculino,Sim,Não,Não,19,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.2,Sim,Cartão de crédito (automática),95.9,1777.9
6488,9191-MYQKX,Sim,Feminino,Não,Sim,Não,7,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.51,Sim,Tranferência bancária (automática),75.15,496.9
6489,9194-GFVOI,Não,Feminino,Não,Sim,Não,42,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.81,Não,Cartão de crédito (automática),84.35,3571.6
6490,9199-PWQVC,Não,Feminino,Não,Sim,Não,63,Sim,Sim,DSL,Sim,Sim,Não,Não,Sim,Sim,Anual,2.66,Sim,Cartão de crédito (automática),79.7,4786.15
6491,9200-NLNPD,Não,Masculino,Não,Sim,Não,56,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,1.8,Sim,Tranferência bancária (automática),54.05,2959.8
6492,9206-GVPEQ,Sim,Masculino,Não,Sim,Não,13,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Sim,Sim,Mensal,1.82,Sim,Cheque eletrônico,54.45,706.85
6493,9207-ZPANB,Não,Masculino,Não,Não,Não,37,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,2.25,Não,Cheque eletrônico,67.45,2443.3
6494,9208-OLGAQ,Não,Feminino,Sim,Não,Não,18,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,2.83,Sim,Cheque eletrônico,84.95,1443.65
6495,9209-NWPGU,Não,Masculino,Não,Não,Não,44,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Anual,2.18,Não,Cheque eletrônico,65.4,2774.55
6496,9210-IAHGH,Sim,Feminino,Não,Não,Não,7,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,2.36,Sim,Cartão de crédito (automática),70.75,450.8
6497,9214-EKVXR,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.47,Sim,Cheque,44.0,44.0
6498,9220-CXRSC,Não,Feminino,Não,Sim,Sim,69,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Bianual,2.05,Não,Cartão de crédito (automática),61.4,4059.85
6499,9220-ZNKJI,Não,Feminino,Sim,Sim,Não,55,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Sim,Não,Bianual,2.96,Não,Cartão de crédito (automática),88.8,4805.3
6500,9221-OTIVJ,Sim,Feminino,Sim,Não,Não,14,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.49,Sim,Cheque eletrônico,104.85,1531.4
6501,9223-UCPVT,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.15,Não,Cheque eletrônico,94.4,94.4
6502,9224-VTYID,Não,Masculino,Não,Sim,Sim,47,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.02,Sim,Cheque,90.5,4318.35
6503,9225-BZLNZ,Não,Masculino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bianual,2.84,Sim,Cheque eletrônico,85.25,6083.1
6504,9227-LUNBG,Sim,Feminino,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.82,Não,Cheque eletrônico,24.6,24.6
6505,9227-UAQFT,Não,Masculino,Não,Não,Não,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Não,Cheque,19.75,284.35
6506,9227-YBAXE,Não,Feminino,Não,Sim,Sim,65,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bianual,2.75,Sim,Tranferência bancária (automática),82.5,5215.1
6507,9229-RQABD,Não,Masculino,Não,Não,Não,18,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.79,Não,Cheque,23.75,424.5
6508,9231-ZJYAM,Sim,Feminino,Sim,Não,Não,4,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.63,Sim,Cheque eletrônico,78.85,292.8
6509,9233-PSYHO,Não,Feminino,Sim,Não,Não,45,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Anual,3.34,Sim,Tranferência bancária (automática),100.15,4459.8
6510,9236-NDUCW,Não,Feminino,Não,Não,Não,21,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Bianual,1.17,Não,Cheque,35.1,770.4
6511,9237-HQITU,Sim,Feminino,Não,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.36,Sim,Cheque eletrônico,70.7,151.65
6512,9239-GZHZE,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.79,Sim,Cartão de crédito (automática),113.65,8124.2
6513,9239-ZBZZV,Sim,Feminino,Não,Não,Não,6,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,1.6,Sim,Cheque eletrônico,47.95,305.1
6514,9242-TKFSV,Não,Masculino,Não,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.17,Sim,Cartão de crédito (automática),65.1,4754.3
6515,9244-ZVAPM,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.52,Não,Cheque,45.6,45.6
6516,9248-OJYKK,Sim,Masculino,Sim,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.55,Sim,Cheque eletrônico,76.45,76.45
6517,9249-FXSCK,Sim,Feminino,Não,Não,Não,52,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Anual,3.71,Sim,Cartão de crédito (automática),111.25,5916.45
6518,9250-WYPLL,Sim,Feminino,Não,Não,Não,5,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.52,Não,Cheque eletrônico,75.55,413.65
6519,9251-AWQGT,Não,Feminino,Não,Sim,Sim,48,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Cheque,20.0,935.9
6520,9251-WNSOD,Não,Feminino,Não,Sim,Não,67,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Sim,Anual,2.5,Não,Cheque,75.1,5064.45
6521,9253-QXKBE,Sim,Masculino,Sim,Sim,Não,29,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.15,Sim,Cheque eletrônico,94.45,2653.65
6522,9253-VIFJQ,Não,Masculino,Não,Sim,Não,65,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,2.24,Não,Cartão de crédito (automática),67.05,4309.55
6523,9254-RBFON,Sim,Feminino,Não,Sim,Sim,17,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,3.29,Não,Tranferência bancária (automática),98.6,1704.95
6524,9256-JTBNZ,Não,Feminino,Não,Não,Não,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Não,Tranferência bancária (automática),20.3,246.3
6525,9257-AZMTZ,Não,Feminino,Não,Sim,Sim,52,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Tranferência bancária (automática),20.1,1078.75
6526,9258-CNWAC,Não,Feminino,Não,Sim,Sim,71,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.79,Não,Cartão de crédito (automática),113.65,8166.8
6527,9259-PACGQ,Sim,Feminino,Não,Sim,Não,34,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,2.09,Não,Cheque eletrônico,62.65,2274.9
6528,9261-WDCAF,Não,Masculino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,1.82,Não,Cheque,54.65,189.1
6529,9269-CQOOL,Sim,Masculino,Não,Não,Sim,3,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.82,Sim,Cartão de crédito (automática),54.7,169.45
6530,9272-LSVYH,Não,Masculino,Não,Não,Não,10,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.34,Não,Cheque,70.15,735.5
6531,9274-CNFMO,Sim,Masculino,Sim,Sim,Não,4,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.5,Não,Cheque eletrônico,74.95,308.7
6532,9274-UARKJ,Não,Feminino,Não,Não,Não,15,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mensal,2.77,Sim,Tranferência bancária (automática),83.2,1130.0
6533,9277-JOOMO,Não,Feminino,Não,Não,Não,3,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.82,Não,Cheque,24.6,86.35
6534,9278-VZKCD,Não,Feminino,Sim,Sim,Não,52,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,3.64,Sim,Cheque eletrônico,109.1,5647.95
6535,9279-CJEOJ,Não,Feminino,Sim,Não,Não,21,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.18,Sim,Tranferência bancária (automática),95.4,2025.1
6536,9281-CEDRU,Não,Feminino,Não,Sim,Não,68,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Bianual,2.14,Não,Tranferência bancária (automática),64.1,4326.25
6537,9281-OFDMF,Não,Masculino,Sim,Não,Não,39,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,3.02,Não,Cheque eletrônico,90.7,3413.25
6538,9281-PKKZE,Não,Feminino,Não,Sim,Não,46,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,1.46,Sim,Cheque eletrônico,43.95,2007.85
6539,9282-IZGQK,Sim,Feminino,Não,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.83,Sim,Cheque eletrônico,85.0,85.0
6540,9283-LZQOH,Sim,Masculino,Não,Sim,Sim,13,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.48,Sim,Cartão de crédito (automática),74.4,896.75
6541,9286-BHDQG,Não,Masculino,Não,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,1.51,Não,Cartão de crédito (automática),45.25,3139.8
6542,9286-DOJGF,Sim,Feminino,Sim,Sim,Não,38,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.5,Sim,Tranferência bancária (automática),74.95,2869.85
6543,9289-LBQVU,Não,Masculino,Não,Sim,Não,64,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,2.34,Sim,Cheque,70.15,4480.7
6544,9290-SHCMB,Não,Feminino,Sim,Não,Não,13,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.23,Sim,Cheque eletrônico,96.85,1235.55
6545,9294-TDIPC,Não,Masculino,Não,Não,Sim,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.67,Não,Cheque,20.2,83.75
6546,9297-EONCV,Não,Feminino,Não,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.04,Sim,Tranferência bancária (automática),91.35,6697.2
6547,9297-FVVDH,Não,Feminino,Não,Sim,Sim,57,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.82,Sim,Cheque eletrônico,84.5,4845.4
6548,9298-WGMRW,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.85,Sim,Tranferência bancária (automática),115.5,8312.75
6549,9300-AGZNL,Sim,Masculino,Sim,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.13,Sim,Cheque eletrônico,94.0,94.0
6550,9300-RENDD,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.66,Sim,Cheque eletrônico,79.95,79.95
6551,9305-CDSKC,Sim,Feminino,Não,Não,Não,8,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.32,Sim,Cheque eletrônico,99.65,820.5
6552,9306-CPCBC,Sim,Feminino,Não,Não,Não,3,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.48,Sim,Cheque eletrônico,74.25,210.3
6553,9308-ANMVE,Não,Masculino,Não,Não,Sim,47,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,1.84,Sim,Cheque eletrônico,55.3,2654.05
6554,9309-BZGNT,Não,Masculino,Sim,Sim,Não,69,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Não,Anual,0.99,Sim,Cartão de crédito (automática),29.8,2134.3
6555,9313-CDOGY,Não,Masculino,Não,Sim,Sim,38,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque eletrônico,19.6,717.3
6556,9313-QOLTZ,Não,Masculino,Não,Não,Não,26,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.7,Não,Cheque,20.9,518.3
6557,9314-IJWSQ,Não,Feminino,Não,Sim,Sim,14,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.83,Sim,Cheque eletrônico,84.8,1203.9
6558,9314-QDMDW,Não,Masculino,Não,Não,Não,11,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Anual,2.04,Sim,Cheque eletrônico,61.25,729.95
6559,9317-WZPGV,Sim,Feminino,Sim,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.66,Sim,Tranferência bancária (automática),79.75,159.4
6560,9318-NKNFC,Sim,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.63,Sim,Cheque,18.85,18.85
6561,9323-HGFWY,Não,Feminino,Não,Sim,Não,27,Sim,Não,Fibra Óptica,Sim,Não,Não,Sim,Sim,Sim,Anual,3.4,Sim,Cartão de crédito (automática),101.9,2681.15
6562,9327-QSDED,Não,Masculino,Não,Não,Não,8,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.45,Não,Cheque,43.55,335.4
6563,9330-DHBFL,Não,Feminino,Não,Sim,Sim,23,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,2.21,Sim,Cheque,66.25,1533.8
6564,9330-IJWIO,Sim,Feminino,Não,Não,Não,13,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,3.34,Sim,Cheque eletrônico,100.35,1358.85
6565,9330-VOFSZ,Não,Feminino,Não,Sim,Não,60,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,3.69,Sim,Cartão de crédito (automática),110.8,6640.7
6566,9332-GYWLO,Não,Feminino,Não,Sim,Sim,6,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.83,Não,Cheque eletrônico,54.85,355.1
6567,9334-GWGOW,Não,Masculino,Sim,Sim,Não,7,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.49,Sim,Cheque eletrônico,74.85,485.25
6568,9337-SRRNI,Não,Masculino,Não,Não,Sim,66,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.84,Sim,Cartão de crédito (automática),25.3,1673.8
6569,9339-FIIJL,Não,Masculino,Não,Sim,Não,72,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,2.86,Não,Tranferência bancária (automática),85.95,6151.9
6570,9342-VNIMQ,Não,Masculino,Não,Não,Não,33,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,1.82,Sim,Tranferência bancária (automática),54.65,1665.2
